gene	s97	s98	s99	s100	s101	s102	s103	s104	s105	s106	s107	s108	s109	s110	s111	s112	s113	s114	s115	s116	s117	s118	s119	s120
Mp4g08770	7.370743203	7.432842848	7.495320007	7.775851028	7.80809693	7.81134823	7.700226395	7.764839806	7.545437433	7.709462013	7.923720918	7.715958149	7.449754195	7.385468705	7.617119126	7.615299107	7.368966621	7.443690977	7.738757896	7.650218084	8.108021108	7.710158326	7.729991637	7.945206005
Mp4g08820	8.168633795	7.971406431	8.386847144	7.630126625	8.128160232	7.856376643	7.44317872	7.613314514	7.655069095	7.582177842	7.717755594	7.649139667	7.909308404	8.174265074	7.717779348	7.97493829	7.845877805	8.044980998	7.954271172	7.969159376	8.038479075	7.938865427	7.687752839	7.813763357
Mp4g08980	10.4094347	10.44714141	9.82577898	10.70017559	10.61691669	10.73275529	10.42966246	10.37466904	10.41598796	10.5240078	10.40391813	10.59225126	10.01106959	9.811223029	10.62350899	10.28483616	9.989309614	9.872452911	10.65331029	10.23999009	10.80740306	10.98369457	11.00009976	11.18478189
Mp4g09040	8.642175592	8.859381075	9.108912756	8.778004814	9.026584056	8.796244802	8.116645953	8.183419481	8.168673105	8.672905104	8.474986382	8.52461406	8.945743849	8.431322294	7.982944657	8.226847158	8.891063212	8.750115648	8.190679947	8.224057492	8.47958471	8.775318545	8.430186673	8.388179175
Mp4g09190	9.454419218	9.285675478	9.331610229	9.618572986	9.584639468	9.452078019	8.469599421	8.53781469	8.461560083	8.705053623	8.46135417	8.750182587	9.320067187	9.379898172	8.519850947	8.848663064	9.262316736	9.331570828	8.556084845	8.79911243	9.600645123	9.586212441	8.342086537	8.571879625
Mp4g09230	7.680203261	7.748532799	8.229506055	8.845099217	8.928193326	8.776719323	7.863406936	7.798977615	7.880214959	8.868775365	8.792340722	8.755212619	8.230347041	7.939752786	7.530222941	7.637925983	8.128200846	8.036626314	7.536289799	7.323912347	9.884666473	9.903878614	9.554449014	9.477303744
Mp4g09300	7.864270401	7.980038707	7.811917432	8.105186058	8.011833688	8.090592956	7.828221489	7.821055613	7.969388605	8.161598274	7.938439404	8.201261036	7.92552396	7.890241116	7.732270041	7.568042556	8.066735871	7.883114703	7.772739457	7.701622288	8.749457069	8.61287848	8.498966749	8.640759536
Mp4g09330	10.806932	10.96274078	10.23427152	10.47833162	10.55356341	10.42730129	10.22083932	10.20070115	10.10490445	10.88340545	10.90147067	10.97711249	10.32261664	9.980100962	10.72983168	11.42173376	10.31362654	10.05919812	10.63273586	11.28749498	10.48411218	10.34816657	10.50155391	10.49600297
Mp4g09370	11.4434816	11.31095908	10.45033126	11.43432182	11.48847831	11.3669311	10.21902426	10.13064662	9.968723973	10.7855538	10.83921268	10.86288499	11.48028866	11.48871873	9.622847836	10.45225389	11.5869159	11.43826103	9.653030283	10.41057985	11.35805226	11.2845752	9.530160164	9.562384574
Mp4g09390	8.636933925	8.679946561	8.66297376	8.568944347	8.3027874	7.970424653	8.476210658	8.386796876	8.50024123	8.0098698	8.213201861	8.26300154	9.12526712	10.63396577	8.020956009	9.370242653	9.01903472	10.44681253	8.088752569	9.186672559	9.197870804	9.269802488	8.279463291	8.552414461
Mp4g09410	9.587014019	9.499820276	9.711306823	9.476032455	9.670173587	9.786024952	10.15018235	10.07528194	9.820829425	10.46483477	10.51319407	10.51716449	10.01002598	10.17027637	9.487291963	10.84338862	9.914689755	9.9916832	9.513568746	11.06638685	10.89697964	10.70977394	9.925013704	10.12597493
Mp4g09470	8.703437066	8.53575652	6.95335225	8.13693829	8.174427627	8.158343588	9.7136286	9.606410853	9.610113267	9.247381206	9.069671702	9.30202076	8.50871288	8.691235552	9.473981505	9.157247288	8.439744068	8.286603823	9.398487766	8.835631228	8.456397531	8.313338453	8.800503999	9.078371213
Mp4g09680	9.185488046	8.879655668	9.453077629	8.745460383	8.460414444	8.636512892	8.613323823	8.926152792	8.966119482	8.331418419	8.424232307	8.144307209	8.970386784	8.957830177	9.155534058	9.490214608	8.851756268	8.810528389	9.055245672	9.657804001	8.742495274	8.785447929	8.882116073	8.779168691
Mp4g09740	7.924959753	7.851842631	7.683924695	8.047267946	8.151536511	7.856376643	8.125609089	8.243210863	8.208402261	8.577102313	8.381050271	8.462783096	7.716709211	8.080006198	7.999406396	8.556473576	7.95730258	7.907212826	8.316246444	8.627643337	7.705273145	7.64803986	7.932853089	7.705111359
Mp4g09760	8.943753885	9.154779939	8.559819807	9.301675962	9.170321418	9.317932836	9.692686007	9.921512465	9.708725191	10.82274851	10.87264809	10.77433328	8.794935834	9.466963364	10.04054053	11.21724814	8.741576982	9.482809722	9.952522549	11.20161487	8.505153176	8.388563679	9.576840321	9.782466818
Mp4g09790	8.875763285	9.042222215	8.693550036	9.046773191	9.37262091	9.050797966	9.741922284	9.76714009	9.868222361	9.534546273	9.36481004	9.373347107	9.076974131	9.221257331	9.587870208	9.109510474	9.083608816	8.957179	9.596238872	9.115711277	9.096909237	9.10804054	9.461083545	9.669699266
Mp4g09950	11.54034145	11.52949989	12.30787917	11.33824422	11.28468422	11.47904281	12.82781921	12.85693001	12.78776928	11.75990306	11.74453638	11.68078158	11.76500651	11.39768504	12.7753425	11.49130714	11.86184694	11.47008907	12.84599752	11.71495902	11.63166743	11.72204375	12.47084239	12.42737609
Mp4g09980	10.6490154	10.65131464	10.88185485	10.58673342	10.63862297	10.59016322	11.22768543	11.33905537	11.1590848	11.48255388	11.47857707	11.64097476	11.01571951	10.80032754	10.84475851	11.11372403	10.97617877	10.82455034	10.88976767	11.32925976	11.4649346	11.4517859	11.76987745	11.69598946
Mp4g10060	12.35750706	12.24034988	12.24356298	11.76445669	11.78320329	11.91402112	11.10404521	11.08804436	10.87964371	11.19197392	11.07760824	11.07723633	11.84342729	11.66117385	11.46982593	11.71372837	11.84989249	11.55970784	11.51197081	11.76716603	11.20843941	11.03080463	10.45222783	10.43556046
Mp4g10290	9.440146467	9.121656105	9.086724253	9.301675962	9.47997417	9.403678906	9.801740034	9.67342184	9.911415219	9.981728198	10.16036181	10.13893565	9.39827305	9.404640033	9.56457564	9.646535487	9.373329838	9.337479324	9.632908832	9.596466283	9.827265253	9.532235877	9.916905816	9.999759825
Mp4g10300	7.161840859	7.399339439	7.888351242	7.381789876	7.484575001	7.322878069	7.851821855	7.776361011	8.302025961	8.047556571	7.916279441	8.001704725	7.554711839	7.483268445	8.004835848	7.85423157	7.532487471	7.638930949	7.926266986	7.904484392	7.853650521	7.755579407	8.142881296	8.110282517
Mp4g10330	8.468451527	8.498292601	8.469192255	8.759508941	8.701152972	8.636512892	8.630901813	8.532119875	8.388652936	9.505761213	9.564640699	9.422988033	8.412669794	8.461945	8.603128014	8.863371867	8.490761623	8.376692768	8.465083466	8.988411242	9.04251041	8.877924421	8.933032325	8.790055193
Mp4g10370	7.944389856	7.579970123	8.497798009	7.603199375	7.560439538	7.589919954	7.863406936	7.810081868	7.981506533	8.178133588	7.960120798	8.110391388	7.799804887	8.017230016	8.093084825	8.155017662	7.857054566	7.822707307	8.195097044	8.068635262	7.812120947	7.874165652	7.658397258	7.690546697
Mp4g10460	7.494361845	7.680356762	7.90052217	7.5610256	7.280265884	7.322878069	7.951454738	7.753170346	7.944711092	7.566721851	7.885940352	7.703003481	7.723382154	8.121403008	7.739427413	8.101353056	7.78792144	8.089792441	7.861722882	7.9437869	8.371535798	8.621514874	8.482133353	8.240793934
Mp4g10470	14.22958443	14.0804166	13.59517901	13.98902459	13.89212396	13.93040546	14.94906525	14.81494393	14.80218867	15.24243439	15.20794433	15.27282509	14.70041063	14.88091995	13.91185484	14.90719544	14.66300696	14.64324091	13.9954581	14.64819998	15.14504431	14.99062064	14.23443749	14.48622163
Mp4g10490	9.164586821	9.199829384	9.262665327	9.741118075	9.96034173	9.740869014	8.314092608	8.235907564	7.85317897	9.014235314	9.069671702	9.116917745	9.518995572	10.11428065	7.821177854	8.657707083	9.484871641	9.821367911	7.959779876	8.51953019	9.890680014	9.927008392	8.101239567	8.240793934
Mp4g10510	10.77492647	10.72696087	10.45033126	11.19438622	11.06237096	11.07609167	11.05327223	11.0709127	11.14123239	12.28382791	12.173939	12.16964908	11.2871246	11.71950196	10.19271907	10.37591212	11.39773927	11.56186295	10.23386326	10.23999009	11.37583758	11.272705	10.58814708	10.74916631
Mp4g10530	7.853777248	7.538818118	7.992889658	7.911159418	7.602586411	7.888810817	7.480504011	7.525612059	7.25744058	7.655276609	7.377700844	7.443718644	7.675559455	8.220607949	7.290627121	7.812457112	7.942130917	8.002525375	7.499984615	7.849511518	7.954887722	7.928371179	8.033085237	7.66822584
Mp4g10620	7.613754906	7.510090124	7.603687088	7.797972284	7.434913776	7.543896641	7.316596975	7.493975883	7.782017768	7.501570555	7.472086159	7.386677649	7.504117726	7.483268445	7.725054439	7.607614839	7.548546167	7.645304228	7.400186316	7.522881307	8.220866123	8.107073348	8.364732278	8.33848735
Mp4g10800	8.152949962	8.013861536	8.347453524	8.431596795	8.436551841	8.658285549	8.098494858	7.953378287	8.073673972	8.110450035	8.376154219	8.32158573	8.326917575	7.820052806	7.834128313	7.384513426	8.272135981	7.619509756	7.986885187	7.508911416	8.362074666	8.452750712	8.246832073	8.286597072
Mp4g10930	8.314523942	8.210884275	8.60599863	8.144734357	8.545952572	8.360844406	7.643325026	7.874096199	7.655069095	8.178133588	8.246591678	8.217014376	8.246354489	8.276971836	7.834128313	8.502586203	8.245549153	8.17050615	7.909079998	8.431715773	8.143100407	8.216931879	7.887482135	7.863646231
Mp4g11020	9.096179002	9.045775656	9.254785261	9.151111115	8.911748135	8.972695392	8.489326364	8.175716649	8.040052102	8.479651118	8.341302255	8.314422491	8.800001608	8.592485976	8.665968867	8.531408239	8.839966535	8.819243081	8.343678933	8.615819512	8.751769302	8.880271556	8.311196052	8.425037872
Mp4g11060	7.692886051	7.566494722	7.876026877	7.668934768	7.484575001	7.442347796	7.686353566	7.704903686	7.484174118	7.305589225	7.300541311	7.620852801	7.793675484	7.616557611	7.530222941	7.534870504	7.666432318	7.483928524	7.659039033	7.418828127	7.768659505	7.490133918	7.687752839	7.401385275
Mp4g11130	7.541346465	7.77014171	7.100684046	7.786978132	7.786250811	7.94059351	8.143317901	7.831902732	8.310982592	7.887712566	7.630342783	7.649139667	7.805894058	7.87316794	7.865753352	7.317936202	7.862594496	7.962769165	7.897453921	7.377449305	7.681039896	7.573082047	7.580107193	7.613711044
Mp4g11220	10.25428352	10.13310301	10.57140241	10.49962381	10.51363565	10.56337554	9.967288413	9.884478066	9.812297553	10.72911135	10.50304289	10.66864257	10.33595551	10.26014331	9.839452091	10.0689353	10.25543885	10.26579183	9.958274848	10.26929023	12.02199294	11.94069861	11.39064199	11.44231674
Mp4g11300	9.107214084	9.128346333	9.210609526	9.012666479	8.84382429	9.154481463	10.24779066	10.37171538	10.20557763	8.73641103	8.643641104	8.52461406	9.177603402	8.868409273	10.21656771	8.365494987	9.222026281	8.961082025	10.22818091	8.529757806	9.332756838	9.382467834	10.21341799	10.23619698
Mp4g11330	10.92323022	10.81697592	10.35272251	11.06776131	11.06058883	11.11617715	9.429246436	9.492542439	9.44213427	10.08356224	10.02730799	10.17681855	10.13867284	10.19188384	10.06925392	10.11482357	10.10239089	9.94861956	9.992305036	9.992098706	10.06983429	9.783370603	9.555953048	9.704631719
Mp4g11370	10.284495	10.34206097	9.907135008	9.900894549	10.09099929	9.949243802	9.749540559	9.624095704	9.736097855	9.571095642	9.609440697	9.531371676	10.09117284	10.27780559	9.765491337	10.02674253	10.04747079	10.1723511	9.868201639	9.891407326	9.81042512	9.683076359	9.207195393	9.326332399
Mp4g11380	8.905942975	8.98403904	8.33941447	8.754843137	8.710851579	8.929663628	8.089303803	8.112081639	7.993482983	8.634337262	8.682473775	8.682926653	8.859296719	9.026545666	8.057632741	9.312204856	8.828069044	8.891052975	7.926266986	8.955958926	8.414717981	8.328043297	7.73683804	7.857551707
Mp4g11410	14.42863133	14.50912014	14.52063814	14.54937507	14.63039486	14.58083921	15.79420263	15.83857334	15.85620829	13.63342902	13.75492915	13.58136982	13.93180767	13.08572853	16.09194833	13.63515916	13.92385634	13.37398125	16.0916508	13.75662611	14.43813529	14.53896266	15.69079294	15.68307045
Mp4g11600	9.529044716	9.578892605	9.679713184	9.763501625	9.850103519	9.834299805	8.779010732	8.946952805	8.67070979	11.22789348	11.07692594	11.15654752	9.634137244	9.435354586	8.641207703	9.942821487	9.682893244	9.541242619	8.640851949	9.945765061	9.935950574	10.049365	9.555953048	9.592617875
Mp4g11640	7.776873538	7.70367842	7.367657216	7.280667722	7.775130491	7.404939041	7.713880655	7.666864844	7.720834326	8.092853199	7.680009286	7.922376053	7.594459944	7.552812329	7.520967765	7.405220248	7.706640704	7.409712452	7.805499385	7.465315783	7.576409793	7.74283693	7.709127887	7.597444007
Mp4g11730	9.669677177	9.358010561	9.571010648	9.741118075	9.944832962	9.731174235	10.76712552	10.71325148	10.72622211	10.40617596	10.28437925	10.35241979	9.791391231	9.69682883	10.57912257	9.939491989	9.640238031	9.674516055	10.52440342	9.937743784	9.467777295	9.549508819	9.942232356	10.1533397
Mp4g11800	13.41724815	13.31204755	12.80814653	12.92060603	12.83555079	12.83895494	13.83268658	13.74719227	13.70867632	13.75438109	13.77888189	13.87896437	13.0428416	12.87832782	13.86239789	14.21164866	13.09145586	12.75418903	13.96229214	13.9591611	13.31076009	13.30551267	13.64685725	13.90490628
Mp4g11900	9.399378414	9.644573479	9.777858799	9.178525811	9.321740532	9.475655528	8.630901813	8.732123797	8.609479968	8.932454932	8.966240373	8.861189909	9.508581925	9.381561552	8.760453776	9.236932725	9.495108691	9.450606386	8.759582095	9.345953623	9.131987119	9.080098401	8.525427689	8.443050955
Mp4g11930	9.662361572	9.514993813	8.868396973	9.702225251	9.816343668	9.645937248	10.14636433	10.19066271	10.02133984	10.21239071	10.44694329	10.35869923	9.299363351	9.37656536	10.31460488	10.45380169	9.309810626	9.234975663	10.10431249	10.04692405	9.406883685	9.275050784	9.690534815	9.796753302
Mp4g11950	9.898084439	9.744055256	9.532803865	9.671736418	9.639013113	9.802301639	9.409981943	9.277958602	9.26782192	9.400015818	9.514248425	9.534186353	9.343832335	9.116353696	9.764134535	9.981096163	9.40945686	9.090932564	9.61689285	9.870938793	9.632268391	9.671329843	9.641929999	9.512599115
Mp4g12000	7.895084292	7.822033937	8.820024164	7.949268103	7.860585749	8.018288408	7.628475366	7.525612059	7.545437433	7.518397095	7.348009339	7.479248516	8.304466039	8.187095346	7.58350772	7.630452926	8.194461207	7.976193246	7.509229414	7.569830537	8.30365112	8.313338453	7.445413411	7.390524384
Mp4g12050	10.6169741	10.73653949	10.1741991	10.62232679	10.69954119	10.64483497	12.99110864	13.04767375	13.04717047	10.58218471	10.71211818	10.59756127	10.82625145	10.57534283	12.85729879	10.56606565	10.7985466	10.48119763	12.85563384	10.41313965	10.77553958	10.71166322	12.37814871	12.41994519
Mp4g12110	10.08554378	10.03417884	9.425446414	9.63083477	9.843834987	9.940888397	9.882344741	9.641558936	9.658699112	9.636146775	9.761823772	9.720743206	8.650007133	8.868409273	10.93991013	10.93522568	8.583940548	8.747822796	10.91815077	10.63038938	8.532950336	8.507427253	9.573875576	9.832476281
Mp4g12230	9.329661869	9.171041823	9.242878982	9.84962752	10.07508963	9.959618968	10.31216545	10.3312297	10.09092479	9.545895056	9.311158386	9.511507302	8.981438196	8.619389064	10.260233	8.719128638	9.126264205	8.637632435	10.44841523	9.030482506	10.96914148	11.02170829	11.01415719	11.20993467
Mp4g12300	9.761452807	9.779870694	9.960460967	9.481480841	9.564328384	9.475655528	10.77083205	10.70038974	10.559429	9.09913652	9.191900326	9.237275641	9.876543603	9.448085079	10.60936491	9.103422547	9.914689755	9.421798787	10.61403482	9.298677231	9.555637776	9.444029108	10.44103106	10.49442395
Mp4g12350	8.265555063	8.131833233	7.863544056	8.31053744	8.211564559	8.141795176	8.789329296	8.461635645	8.664051411	7.970764974	8.042532599	8.101744816	8.180917642	8.027134479	8.54373854	7.860052497	8.226172007	7.848341872	8.559329389	7.701622288	8.435738029	8.27574105	8.492261219	8.85609869
Mp4g12380	9.157547306	8.915377375	9.013143847	9.53743049	9.421683582	9.418986994	9.54831469	9.76714009	9.434672646	9.335732522	9.337080104	9.150819724	9.03535643	8.969156954	9.595549156	9.165041691	8.989769344	8.819243081	9.596238872	9.122172379	8.781456091	8.863752463	9.907582198	9.843768465
Mp4g12490	11.74059893	11.69652623	11.40714054	11.54301494	11.58822471	11.69179433	11.28659438	11.30939745	11.28126119	11.18575057	11.12193823	11.17171998	11.75670862	11.93504145	11.11472786	10.96150533	11.7999015	11.84649613	11.13660568	10.89580046	11.55789649	11.62408635	11.28455939	11.33565576
Mp4g12510	10.35508762	10.23011911	10.21253879	9.532198216	9.31256215	9.501708344	10.82412084	10.75002364	10.73369968	10.41840678	10.56582308	10.54079722	10.40242318	10.52014833	10.55756569	10.38649247	10.4255815	10.29065212	10.56168443	10.39964912	9.797661191	9.671329843	10.34985667	10.55323254
Mp4g12630	10.0945648	9.962948489	10.05476815	10.03342347	10.07864059	10.17050389	9.082747415	8.99954934	8.966119482	9.455409679	9.255315505	9.422988033	10.10685873	9.721768785	8.898040402	9.370242653	10.03066994	10.01000469	9.032984055	9.442270695	10.49526085	10.51713768	9.616258002	9.664028119
Mp4g12800	7.874650615	7.510090124	8.077650498	8.552592745	8.715673363	8.150100432	7.51597187	7.640522843	7.564796341	8.302353427	8.320913039	8.688228048	7.841620794	7.492329874	7.62530743	7.415332273	7.745073275	7.476062933	7.595929066	8.138459471	8.527440959	8.759973617	8.598488099	8.529311154
Mp4g12810	7.810608967	7.871210721	8.539490779	8.773405683	8.666613246	8.414650291	7.628475366	7.810081868	7.981506533	8.772050476	8.607638574	8.954903237	8.012794636	7.934371568	7.920201718	7.959312028	8.029959596	7.873306589	7.879752427	8.233903932	8.702313542	8.595424923	8.59539928	8.388179175
Mp4g12820	9.808488332	9.741919691	9.270500079	9.702225251	9.887139356	9.582472874	10.70905703	10.76019793	10.73667981	9.828800246	9.6056018	9.834091995	9.775450869	9.936114858	10.69854504	9.821336873	9.714362396	9.83482957	10.56243523	9.550095767	9.456903732	9.401704584	10.26158147	10.23997958
Mp4g12890	7.776873538	8.046620296	8.097823647	8.15247557	8.151536511	8.190716929	10.66987656	10.5981643	10.66495247	8.651010806	8.816680799	9.042407394	8.38829284	8.583387989	10.13023685	9.21651115	8.439744068	8.407269494	10.2052215	8.797053121	7.751813765	7.780537714	9.632002548	9.823630327
Mp4g13040	7.58558672	7.606249524	7.620371492	7.741628247	7.574741249	7.776096278	7.713880655	7.692410327	7.811134073	7.843400751	7.893613347	7.858447416	7.538222535	7.826103166	7.665071725	7.615299107	7.713163793	7.700590669	7.759300047	7.661913565	8.09607206	8.080077248	8.043093283	8.061419553
Mp4g13170	8.626384632	8.556663694	8.156186958	7.967794554	8.020579599	8.027601774	8.76860896	8.598788085	8.748004795	8.394298933	8.305384084	8.26300154	8.521385126	8.601518114	8.634940706	8.699905336	8.452701181	8.345306768	8.70881367	8.51953019	8.158338164	8.150627734	8.690659501	8.76543006
Mp4g13330	8.045107879	8.224675566	7.757269589	8.323881973	8.151536511	8.190716929	8.698861941	8.5879221	8.791029736	8.498521874	8.497372793	8.270489185	8.041914199	8.199779988	8.577082258	8.210355254	8.128200846	8.061494921	8.676764372	8.227349149	8.055254572	8.057049678	8.800503999	8.904145026
Mp4g13340	7.370743203	7.495296174	7.100684046	7.323208743	7.280265884	7.423904579	7.753617618	7.729366042	7.505166469	7.612212212	7.726942225	7.778036488	7.369804383	7.364038879	7.641442497	7.482183243	7.418458665	7.499405815	7.587682884	7.601705919	7.338939242	7.343879678	7.502287029	7.546531339
Mp4g13390	8.07097066	7.832074648	8.247113988	8.047267946	7.910357691	8.018288408	8.314092608	8.243210863	8.703487387	8.144812264	8.241094435	8.193300805	8.124772205	7.907021523	8.4670402	8.092145872	7.982095522	8.061494921	8.370485565	8.091176169	7.999724363	7.840131775	8.440756086	8.330652932
Mp4g13430	9.384520804	9.711674689	9.998015921	9.388710855	9.564328384	9.30144794	8.698861941	8.692570838	8.588387907	8.726043802	8.723861033	8.709215376	9.956837889	9.820954007	8.452561699	8.602148099	9.927581934	10.03168159	8.381790638	8.871152751	9.465066917	9.556642919	8.610767618	8.49895503
Mp4g13440	10.27502367	10.43409447	10.86556384	9.918903219	9.950668739	9.885337072	8.79445783	8.677415909	8.630222608	8.835734686	8.873960938	8.682926653	10.67942792	10.14351978	8.596667363	8.746098419	10.70445048	10.53756512	8.433174576	9.081271213	10.10807648	10.38027104	8.925878186	8.631586757
Mp4g13450	10.48521047	10.59622832	11.3525217	10.09266757	10.20413935	10.1030156	9.759634259	9.764871973	9.892681103	9.65717267	9.667629979	9.58660881	11.10668139	10.33963399	9.572383948	9.930574717	11.03048772	10.86208631	9.377757771	10.29730561	10.4781745	10.66236455	10.21812066	9.477303744
Mp4g13480	8.286796196	8.251764941	8.220598604	9.008822371	8.753606934	8.942721029	8.380184072	8.373855375	8.106270708	9.219002337	9.230303552	9.491353961	8.285419262	8.249137755	8.333999417	8.401263073	8.16595871	8.228281652	8.288152767	8.554961687	9.980751882	9.81329597	9.525558282	9.809616046
Mp4g13500	10.86782982	10.64567446	10.14943999	10.72069221	10.67057707	10.42283269	9.668744359	9.663695107	9.762945767	9.941832082	10.06106656	10.16789011	10.81085977	11.46170101	9.4889468	10.47605819	10.76093216	11.266858	9.507244535	10.16283947	10.6829285	10.29608725	8.937780267	8.85609869
Mp4g13720	8.922882024	9.141627913	9.19004439	10.13083041	10.03542975	10.04388701	8.907152273	8.560334965	8.637061393	10.06611582	9.995638472	9.917761861	9.181400679	9.288720653	8.577082258	9.019490657	9.205929436	9.223807633	8.578620475	9.17122251	11.10725556	10.99355133	10.33436576	10.23714357
Mp4g13730	16.02373181	15.90587538	15.86059796	16.18429423	16.13873378	16.35682876	15.75309419	15.67782	15.64789696	16.23113198	16.14063915	16.29522866	15.7897726	15.67639932	15.78411524	15.52495192	15.69939379	15.64707299	15.94709119	15.65256993	17.56574164	17.68541367	17.23126537	17.36221526
Mp4g13780	12.08832463	12.2529705	11.43199316	12.05806227	12.00015925	12.04804587	11.40320278	11.2206584	11.35278471	11.39051948	11.51978615	11.46031994	12.02581609	12.26851302	11.32790473	11.59725449	11.99326539	12.08662287	11.23709826	11.26931811	11.83011922	11.61304045	10.81846767	10.92266264
Mp4g13840	10.65145064	10.59856645	11.09025148	11.04898228	11.01161569	11.07325281	10.69090619	10.71092156	10.41038819	11.35532073	11.29320111	11.43836263	11.24640178	11.4693631	9.987108653	10.44526794	11.24591531	11.441275	10.00569086	10.53501922	11.42107576	11.39973986	10.77590776	10.96479392
Mp4g13940	9.808488332	9.711674689	9.250828063	9.608685263	9.535906717	9.555150618	8.709842966	8.682487676	8.803063587	8.782054469	8.847318993	8.959203641	9.278340965	9.100094482	8.837786931	9.366895817	9.390726424	9.28182689	9.157238353	9.198906882	9.16954631	8.928615393	8.877162244	8.879077452
Mp4g13980	9.781804248	9.908962745	10.08775819	9.638140398	9.592180284	9.674086891	13.47223377	13.42330294	13.43198336	9.022557743	9.03802151	9.169292357	9.226156766	8.800941156	13.61192778	9.421103033	9.313140684	8.903325788	13.64535134	9.322519539	9.487937495	9.437840216	12.68442377	12.80519384
Mp4g14080	10.67557779	10.54864421	10.49347482	10.36247077	10.34319222	10.30630647	11.8196656	11.93754135	11.86170303	10.67798929	10.8914097	10.74116163	10.90862887	10.74129463	11.61245194	10.74589341	10.91064262	10.62703117	11.52891268	10.56349885	10.46755727	10.54922175	10.95315756	10.98287946
Mp4g14100	11.36648674	11.15729793	11.46558305	11.06242089	11.00606965	11.00039332	10.42966246	10.45218932	10.17722041	9.488198626	9.775507033	10.08299919	9.874246564	10.33036002	11.32971708	12.09657204	10.01868921	10.15848609	11.51815459	11.99611359	10.94834758	10.90230371	10.94640497	11.17105348
Mp4g14110	8.737856172	8.196922115	7.959233583	8.29022906	8.011833688	8.150100432	8.06124886	8.68753926	7.704857186	7.76047567	8.341302255	8.554399185	7.459110403	8.424410309	9.235429848	11.81729902	7.631400675	8.181568506	9.100823011	11.30578791	8.519130369	7.498857907	8.813598438	8.945692257
Mp4g14120	10.16986368	9.489611413	9.753270748	9.683541739	9.160057973	9.334221482	9.700576276	10.14285463	9.017970887	9.067425414	9.622794118	9.785624633	8.769304615	9.610794832	10.74215739	12.53392159	8.839966535	9.496009514	10.68466166	12.37922396	9.832486676	9.13927894	9.872058602	10.2026626
Mp4g14140	9.03959821	8.622280101	8.314961012	8.870996565	8.489597032	8.746864986	8.401418247	8.779906895	8.028602963	8.210486937	8.523706522	8.780071931	7.768741352	8.056299807	9.373438477	11.2258486	7.781922288	8.073714182	9.400201244	10.84895989	8.346135639	8.098149492	8.541681151	8.734678291
Mp4g14150	11.81014045	11.46773376	11.8449841	11.25569594	10.99491286	11.14169052	10.70130627	10.85288442	10.48862422	10.20002151	10.60714234	10.77667355	10.5675194	10.81245152	11.71475499	12.77315723	10.58095288	10.71954842	11.81442807	12.67007284	10.58452125	10.4077812	10.41264849	10.49205213
Mp4g14160	11.57847955	11.20782108	11.5000283	10.75976327	10.45225138	10.69132578	10.10367333	10.44096732	9.950740606	10.00228205	10.48355455	10.74116163	10.0026991	10.83342478	11.61021809	13.48251871	9.976971575	10.71234094	11.82381527	13.31911212	9.547992767	9.262773181	9.718906382	10.06960786
Mp4g14180	11.08125843	10.60555799	10.70714605	10.11879876	9.790480558	9.898352324	9.61959282	10.06797789	9.337820285	9.329135367	10.03299065	10.12976483	8.621255171	9.502441575	11.71128579	13.62443433	8.643312398	9.277213592	11.90801105	13.40345164	9.023874099	8.192526558	9.729565053	10.0197557
Mp4g14190	11.67291478	11.49112944	11.60697715	11.00139643	10.8537914	10.87226529	9.759634259	9.658806212	9.632997514	9.774693351	10.01730806	10.22408545	10.27492103	10.82027746	10.93455449	12.20457099	10.32659906	10.62407832	10.95571235	12.04659979	10.64754866	10.47988255	9.824495544	9.940351465
Mp4g14200	12.57947707	12.3856341	12.7897218	11.68513625	11.50951041	11.6631698	11.07539481	11.29860003	10.94418158	10.55200666	11.01557694	11.16549189	11.26213435	11.63689242	12.37144695	13.69031489	11.25733799	11.51750088	12.48518015	13.52277876	10.99747986	10.79479366	10.74443636	10.84628046
Mp4g14210	11.0920353	10.68029043	10.86304102	10.6077058	10.54080501	10.55795723	9.844987909	10.1183326	9.396746283	10.42144817	10.90147067	10.97507774	10.53757777	11.77741115	10.12499122	12.37619738	10.68071502	11.546398	10.16313417	12.0852338	10.91414499	10.68626553	9.426857276	9.576070975
Mp4g14220	12.75497041	12.33590967	12.8683339	12.40511592	12.2820873	12.2333488	11.96817423	12.24937759	11.78339912	12.47211108	12.79154161	12.98275642	12.44524986	13.59597012	12.15370047	13.72084224	12.56606186	13.41572772	12.22541371	13.53655881	12.36198032	12.14031843	11.64881138	11.76608126
Mp4g14310	7.370743203	7.552781309	7.058454711	7.209883402	7.234196298	7.252863315	7.643325026	7.627031735	7.564796341	7.550951983	7.484568816	7.496366277	7.348158491	7.395918949	7.608847383	7.215103789	7.230314655	7.164826366	7.759300047	7.377449305	7.413100418	7.365387899	7.650896065	7.26980802
Mp4g14330	7.330621509	7.144340632	7.434496835	7.468936214	7.545867909	7.344439954	7.403699188	7.493975883	7.671990504	7.655276609	7.862551678	7.703003481	7.32571448	7.661264891	7.49248562	7.584109917	7.348034096	7.435355511	7.451886929	7.536594035	7.265574218	7.38617817	7.650896065	7.563874864
